No,Date,O1,O2,O3,O4,O5,O6,R1,R2,R3,R4,R5,R6,B1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
24025,2024/3/7,25,8,33,15,22,21,8,15,21,22,25,33,13,124,20.67,24,4,2,2,2,0,4,2,2,5,9,1,1,25,8,1,1,3
24024,2024/3/5,26,7,24,21,3,30,3,7,21,24,26,30,10,111,18.5,21,3,3,0,2,2,4,2,2,6,8,0,0,27,14,0,0,3
24023,2024/3/3,10,1,25,32,28,22,1,10,22,25,28,32,10,118,19.67,18,2,4,-2,0,2,4,2,2,5,9,0,0,31,12,0,0,3
24022,2024/2/29,9,26,18,14,11,2,2,9,11,14,18,26,6,80,13.33,30,2,4,-2,1,2,2,4,-2,6,7,0,0,24,8,0,0,1
24021,2024/2/27,17,23,24,4,16,6,4,6,16,17,23,24,11,90,15,30,2,4,-2,1,2,3,3,0,4,8,2,2,20,10,0,1,2
24020,2024/2/25,17,12,3,14,33,8,3,8,12,14,17,33,8,87,14.5,27,3,3,0,1,2,2,4,-2,5,8,0,0,30,16,2,2,2
24019,2024/2/22,12,11,20,5,17,16,5,11,12,16,17,20,8,81,13.5,21,3,3,0,1,1,2,4,-2,6,6,2,2,15,6,0,1,2
24018,2024/2/20,17,6,28,15,24,29,6,15,17,24,28,29,16,119,19.83,39,3,3,0,1,1,4,2,2,6,8,1,1,23,9,0,1,1
24017,2024/2/18,32,4,19,17,25,20,4,17,19,20,25,32,4,117,19.5,27,3,3,0,1,0,5,1,4,6,8,1,1,28,13,0,2,3
24016,2024/2/6,32,7,33,12,20,24,7,12,20,24,32,33,4,128,21.33,18,2,4,-2,0,3,4,2,2,5,7,1,1,26,8,0,1,1
24015,2024/2/4,20,17,8,3,30,18,3,8,17,18,20,30,15,96,16,26,2,4,-2,0,2,4,2,2,4,8,1,1,27,10,0,0,1
24014,2024/2/1,10,24,22,25,2,1,1,2,10,22,24,25,13,84,14,14,2,4,-2,0,3,3,3,0,5,8,2,2,24,12,3,3,3
24013,2024/1/30,25,10,7,14,21,1,1,7,10,14,21,25,7,78,13,18,4,2,2,2,1,2,4,-2,5,7,0,0,24,7,1,2,1
24012,2024/1/28,7,3,22,1,18,28,1,3,7,18,22,28,15,79,13.17,29,3,3,0,2,2,3,3,0,5,6,0,0,27,11,0,0,2
24011,2024/1/25,27,8,12,31,16,20,8,12,16,20,27,31,6,114,19,24,2,4,-2,1,3,3,3,0,6,3,0,0,23,7,0,2,2
24010,2024/1/23,24,16,20,21,11,23,11,16,20,21,23,24,4,115,19.17,15,3,3,0,1,1,4,2,2,5,6,2,2,13,5,0,1,3
24009,2024/1/21,23,10,7,17,4,1,1,4,7,10,17,23,14,62,10.33,22,4,2,2,1,0,2,4,-2,5,4,0,0,22,7,0,1,1
24008,2024/1/18,21,20,8,23,30,27,8,20,21,23,27,30,13,129,21.5,19,3,3,0,2,1,5,1,4,5,8,1,1,22,12,0,1,3
24007,2024/1/16,20,6,22,4,5,7,4,5,6,7,20,22,15,64,10.67,24,2,4,-2,0,1,2,4,-2,6,4,3,1,18,13,0,2,3
24006,2024/1/14,21,18,26,20,32,7,7,18,20,21,26,32,5,124,20.67,24,2,4,-2,0,2,5,1,4,6,7,1,1,25,11,2,2,3
24005,2024/1/11,25,6,5,32,23,20,5,6,20,23,25,32,3,111,18.5,21,3,3,0,1,1,4,2,2,5,10,1,1,27,14,0,0,1
24004,2024/1/9,21,27,17,13,9,18,9,13,17,18,21,27,4,105,17.5,35,5,1,4,3,0,4,2,2,5,6,1,1,18,6,0,1,1
24003,2024/1/7,1,8,33,13,32,5,1,5,8,13,32,33,3,92,15.33,22,4,2,2,1,0,2,4,-2,5,10,1,1,32,19,0,0,2
24002,2024/1/4,9,17,19,10,4,20,4,9,10,17,19,20,9,79,13.17,29,3,3,0,1,0,3,3,0,4,8,2,2,16,7,0,0,2
24001,2024/1/2,32,7,3,26,27,16,3,7,16,26,27,32,16,111,18.5,31,3,3,0,1,1,3,3,0,4,10,1,1,29,10,1,2,2
23151,2023/12/31,27,15,16,1,20,25,1,15,16,20,25,27,5,104,17.33,24,4,2,2,2,1,3,3,0,5,9,1,1,26,14,0,1,3
23150,2023/12/28,10,17,30,25,33,26,10,17,25,26,30,33,5,141,23.5,21,3,3,0,1,1,5,1,4,5,7,1,1,23,8,1,3,1
23149,2023/12/26,33,26,24,19,10,2,2,10,19,24,26,33,15,114,19,24,2,4,-2,0,2,4,2,2,6,7,0,0,31,9,0,1,3
23148,2023/12/24,20,9,3,19,5,7,3,5,7,9,19,20,8,63,10.5,33,5,1,4,4,0,2,4,-2,5,7,1,1,17,10,1,2,3
23147,2023/12/21,16,6,14,32,5,19,5,6,14,16,19,32,12,92,15.33,32,2,4,-2,0,2,2,4,-2,5,9,1,1,27,13,1,2,2
23146,2023/12/19,11,6,32,3,20,2,2,3,6,11,20,32,9,74,12.33,14,2,4,-2,0,1,2,4,-2,5,9,1,1,30,12,0,0,3
23145,2023/12/17,10,24,23,7,22,21,7,10,21,22,23,24,11,107,17.83,17,3,3,0,0,0,4,2,2,6,5,3,1,17,11,1,1,3
23144,2023/12/14,17,12,27,25,16,22,12,16,17,22,25,27,8,119,19.83,29,3,3,0,1,1,4,2,2,4,7,1,1,15,5,0,1,2
23143,2023/12/12,23,9,7,16,5,30,5,7,9,16,23,30,15,90,15,30,4,2,2,2,0,2,4,-2,6,6,0,0,25,7,0,0,2
23142,2023/12/10,33,2,27,8,20,21,2,8,20,21,27,33,14,111,18.5,21,3,3,0,2,2,4,2,2,6,4,1,1,31,12,1,2,2
23141,2023/12/7,12,21,1,11,23,8,1,8,11,12,21,23,3,76,12.67,16,4,2,2,1,0,2,4,-2,4,8,1,1,22,9,1,1,1
23140,2023/12/5,30,4,14,11,31,3,3,4,11,14,30,31,5,93,15.5,13,3,3,0,0,1,2,4,-2,4,8,2,2,28,16,1,2,2
23139,2023/12/3,27,12,14,31,19,21,12,14,19,21,27,31,11,124,20.67,24,4,2,2,3,1,4,2,2,5,8,0,0,19,6,0,1,3
23138,2023/11/30,31,33,30,22,28,3,3,22,28,30,31,33,4,147,24.5,17,3,3,0,1,2,5,1,4,5,8,1,1,30,19,1,1,2
23137,2023/11/28,17,19,12,27,3,23,3,12,17,19,23,27,11,101,16.83,31,5,1,4,3,0,4,2,2,4,9,0,0,24,9,1,1,2
23136,2023/11/26,10,5,22,3,21,26,3,5,10,21,22,26,10,87,14.5,17,3,3,0,1,1,3,3,0,6,8,1,1,23,11,0,1,2
23135,2023/11/23,11,28,30,5,6,13,5,6,11,13,28,30,7,93,15.5,23,3,3,0,1,1,2,4,-2,6,8,1,1,25,15,1,1,1
23134,2023/11/21,22,8,33,17,5,9,5,8,9,17,22,33,4,94,15.67,34,4,2,2,1,0,3,3,0,6,10,1,1,28,11,1,2,2
23133,2023/11/19,5,14,22,25,10,4,4,5,10,14,22,25,3,80,13.33,20,2,4,-2,0,2,2,4,-2,4,10,1,1,21,8,0,1,3
23132,2023/11/16,9,25,27,11,15,3,3,9,11,15,25,27,1,90,15,30,6,0,6,5,0,2,4,-2,5,6,0,0,24,10,0,0,3
23131,2023/11/14,20,14,26,6,32,7,6,7,14,20,26,32,1,105,17.5,25,1,5,-4,0,3,3,3,0,5,7,1,1,26,7,1,1,0
23130,2023/11/12,32,10,17,23,22,4,4,10,17,22,23,32,16,108,18,18,2,4,-2,0,1,4,2,2,5,8,1,1,28,9,0,2,2
23129,2023/11/9,12,17,9,8,33,32,8,9,12,17,32,33,4,111,18.5,31,3,3,0,0,0,3,3,0,5,8,2,2,25,15,1,1,3
23128,2023/11/7,7,27,16,20,21,33,7,16,20,21,27,33,1,124,20.67,24,4,2,2,2,1,4,2,2,5,8,1,1,26,9,0,0,5
23127,2023/11/5,3,22,32,19,26,8,3,8,19,22,26,32,14,110,18.33,30,2,4,-2,0,2,4,2,2,5,10,0,0,29,11,0,1,1
23126,2023/11/2,10,26,31,28,29,24,10,24,26,28,29,31,16,148,24.67,28,2,4,-2,1,3,5,1,4,6,6,1,1,21,14,0,0,5
23125,2023/10/31,15,14,27,30,33,11,11,14,15,27,30,33,4,130,21.67,20,4,2,2,1,0,3,3,0,6,6,1,1,22,12,0,1,0
23124,2023/10/29,25,3,2,30,17,18,2,3,17,18,25,30,11,95,15.83,25,3,3,0,1,0,4,2,2,6,8,2,2,28,14,0,0,1
23123,2023/10/26,29,10,15,32,13,22,10,13,15,22,29,32,15,121,20.17,21,3,3,0,1,0,3,3,0,5,7,0,0,22,7,0,0,3
23122,2023/10/24,20,7,30,8,14,18,7,8,14,18,20,30,5,97,16.17,27,1,5,-4,0,4,3,3,0,4,7,1,1,23,10,0,1,1
23121,2023/10/22,31,16,12,25,2,30,2,12,16,25,30,31,12,116,19.33,16,2,4,-2,0,2,3,3,0,5,9,1,1,29,10,0,0,4
23120,2023/10/19,3,27,24,13,29,8,3,8,13,24,27,29,8,104,17.33,34,4,2,2,1,0,3,3,0,5,6,0,0,26,11,0,1,3
23119,2023/10/17,3,2,19,21,1,28,1,2,3,19,21,28,15,74,12.33,24,4,2,2,2,0,3,3,0,5,7,2,1,27,16,3,3,4
23118,2023/10/15,11,19,25,2,1,29,1,2,11,19,25,29,4,87,14.5,27,5,1,4,3,0,3,3,0,4,8,1,1,28,9,0,2,3
23117,2023/10/12,14,17,11,2,18,28,2,11,14,17,18,28,8,90,15,30,2,4,-2,0,1,3,3,0,5,9,1,1,26,10,1,1,2
23116,2023/10/10,2,24,9,27,8,13,2,8,9,13,24,27,12,83,13.83,33,3,3,0,1,1,2,4,-2,6,9,1,1,25,11,2,2,2
23115,2023/10/8,26,16,7,21,2,27,2,7,16,21,26,27,16,99,16.5,29,3,3,0,0,0,3,3,0,4,6,1,1,25,9,0,3,2
23114,2023/10/5,9,16,17,15,7,26,7,9,15,16,17,26,9,90,15,40,4,2,2,2,0,2,4,-2,4,5,2,1,19,9,0,0,2
23113,2023/9/28,25,27,2,18,1,13,1,2,13,18,25,27,3,86,14.33,26,4,2,2,1,0,3,3,0,6,9,1,1,26,11,1,1,2
23112,2023/9/26,31,22,13,9,12,24,9,12,13,22,24,31,4,111,18.5,21,3,3,0,0,1,3,3,0,5,9,1,1,22,9,0,1,1
23111,2023/9/24,5,6,17,33,20,12,5,6,12,17,20,33,9,93,15.5,23,3,3,0,0,1,3,3,0,6,10,1,1,28,13,2,3,1
23110,2023/9/21,33,25,6,20,29,2,2,6,20,25,29,33,16,115,19.17,25,3,3,0,2,2,4,2,2,6,6,0,0,31,14,0,1,1
23109,2023/9/19,6,16,28,13,8,10,6,8,10,13,16,28,13,81,13.5,31,1,5,-4,0,3,1,5,-4,4,8,0,0,22,12,0,2,0
23108,2023/9/17,6,3,24,18,8,1,1,3,6,8,18,24,9,60,10,30,2,4,-2,1,3,2,4,-2,5,8,0,0,23,10,0,2,3
23107,2023/9/14,7,33,29,18,25,3,3,7,18,25,29,33,14,115,19.17,35,5,1,4,3,0,4,2,2,5,4,0,0,30,11,0,1,1
23106,2023/9/12,24,9,10,7,20,22,7,9,10,20,22,24,7,92,15.33,22,2,4,-2,1,3,3,3,0,5,6,1,1,17,10,0,0,0
23105,2023/9/10,1,30,32,5,3,26,1,3,5,26,30,32,16,97,16.17,17,3,3,0,2,2,3,3,0,6,4,0,0,31,21,1,1,3
23104,2023/9/7,30,23,25,19,31,10,10,19,23,25,30,31,12,138,23,18,4,2,2,2,0,5,1,4,5,9,1,1,21,9,0,1,3
23103,2023/9/5,6,5,13,25,29,24,5,6,13,24,25,29,15,102,17,32,4,2,2,1,0,3,3,0,5,8,2,2,24,11,0,1,1
23102,2023/9/3,21,10,9,28,1,13,1,9,10,13,21,28,10,82,13.67,22,4,2,2,2,0,2,4,-2,5,8,1,1,27,8,1,2,1
23101,2023/8/31,1,18,15,5,9,26,1,5,9,15,18,26,4,74,12.33,34,4,2,2,3,1,2,4,-2,5,7,0,0,25,8,1,2,2
23100,2023/8/29,12,15,5,23,6,25,5,6,12,15,23,25,4,86,14.33,26,4,2,2,2,1,2,4,-2,4,9,1,1,20,8,0,0,2
23099,2023/8/27,9,33,19,11,27,14,9,11,14,19,27,33,5,113,18.83,33,5,1,4,3,0,3,3,0,5,8,0,0,24,8,0,3,2
23098,2023/8/24,14,11,10,27,2,21,2,10,11,14,21,27,11,85,14.17,15,3,3,0,1,1,2,4,-2,5,10,1,1,25,8,0,1,2
23097,2023/8/22,1,19,29,14,9,30,1,9,14,19,29,30,15,102,17,32,4,2,2,2,0,3,3,0,4,8,1,1,29,10,0,0,3
23096,2023/8/20,26,32,8,18,11,31,8,11,18,26,31,32,15,126,21,26,2,4,-2,0,1,4,2,2,4,10,1,1,24,8,0,2,1
23095,2023/8/17,8,16,22,17,3,26,3,8,16,17,22,26,11,92,15.33,32,2,4,-2,0,2,3,3,0,5,7,1,1,23,8,0,0,0
23094,2023/8/15,30,6,12,14,10,31,6,10,12,14,30,31,12,103,17.17,13,1,5,-4,0,4,2,4,-2,5,8,1,1,25,16,0,1,1
23093,2023/8/13,32,25,21,10,24,27,10,21,24,25,27,32,7,139,23.17,19,3,3,0,1,0,5,1,4,6,8,1,1,22,11,2,3,3
23092,2023/8/10,24,12,33,3,32,25,3,12,24,25,32,33,13,129,21.5,19,3,3,0,0,1,4,2,2,4,6,2,2,30,12,0,1,2
23091,2023/8/8,32,26,20,30,22,16,16,20,22,26,30,32,16,146,24.33,16,0,6,-6,0,5,5,1,4,3,3,0,0,16,4,2,2,2
23090,2023/8/6,26,30,1,9,31,2,1,2,9,26,30,31,7,99,16.5,19,3,3,0,0,1,3,3,0,5,8,2,2,30,17,1,1,3
23089,2023/8/3,13,27,31,28,8,15,8,13,15,27,28,31,11,122,20.33,32,4,2,2,2,0,3,3,0,5,10,1,1,23,12,0,1,3
23088,2023/8/1,18,1,14,33,26,31,1,14,18,26,31,33,5,123,20.5,23,3,3,0,1,2,4,2,2,5,8,0,0,32,13,1,1,3
23087,2023/7/30,2,33,15,9,17,28,2,9,15,17,28,33,1,104,17.33,34,4,2,2,2,0,3,3,0,6,9,0,0,31,11,1,1,2
23086,2023/7/27,26,9,10,32,8,22,8,9,10,22,26,32,12,107,17.83,27,1,5,-4,0,3,3,3,0,5,9,2,1,24,12,0,0,3
23085,2023/7/25,23,24,18,31,33,11,11,18,23,24,31,33,13,140,23.33,20,4,2,2,1,0,5,1,4,4,8,1,1,22,7,0,0,1
23084,2023/7/23,13,19,9,14,17,27,9,13,14,17,19,27,3,99,16.5,39,5,1,4,3,0,3,3,0,4,6,1,1,18,8,0,1,3
23083,2023/7/20,10,12,30,16,7,17,7,10,12,16,17,30,12,92,15.33,22,2,4,-2,0,2,2,4,-2,4,9,1,1,23,13,1,1,1
23082,2023/7/18,30,24,4,18,27,19,4,18,19,24,27,30,16,122,20.33,32,2,4,-2,0,1,5,1,4,5,8,1,1,26,14,0,0,1
23081,2023/7/16,11,31,15,1,16,22,1,11,15,16,22,31,15,96,16,16,4,2,2,2,1,2,4,-2,4,9,1,1,30,10,2,2,1
23080,2023/7/13,31,4,2,25,1,9,1,2,4,9,25,31,8,72,12,22,4,2,2,2,1,2,4,-2,5,10,1,1,30,16,0,1,1
23079,2023/7/11,22,9,6,21,5,12,5,6,9,12,21,22,7,75,12.5,25,3,3,0,0,0,2,4,-2,5,7,2,2,17,9,0,1,2
23078,2023/7/9,8,19,30,14,6,31,6,8,14,19,30,31,8,108,18,28,2,4,-2,0,2,3,3,0,6,9,1,1,25,11,1,1,2
23077,2023/7/6,9,26,27,7,22,14,7,9,14,22,26,27,1,105,17.5,35,3,3,0,1,2,3,3,0,5,8,1,1,20,8,0,1,1
23076,2023/7/4,3,15,18,4,22,19,3,4,15,18,19,22,9,81,13.5,31,3,3,0,0,0,3,3,0,6,6,2,2,19,11,0,1,0
23075,2023/7/2,30,15,24,13,28,31,13,15,24,28,30,31,1,141,23.5,21,3,3,0,1,2,4,2,2,6,8,1,1,18,9,0,0,0
23074,2023/6/29,18,19,8,2,21,9,2,8,9,18,19,21,3,77,12.83,37,3,3,0,1,1,3,3,0,4,8,2,2,19,9,0,0,1
23073,2023/6/27,16,15,32,1,25,3,1,3,15,16,25,32,10,92,15.33,22,4,2,2,2,0,2,4,-2,5,10,1,1,31,12,1,1,4
23072,2023/6/25,2,10,24,33,6,25,2,6,10,24,25,33,9,100,16.67,20,2,4,-2,1,3,3,3,0,6,7,1,1,31,14,0,1,2
23071,2023/6/22,24,15,12,19,5,26,5,12,15,19,24,26,6,101,16.83,31,3,3,0,1,1,3,3,0,5,7,0,0,21,7,0,1,2
23070,2023/6/20,32,31,3,25,33,5,3,5,25,31,32,33,4,129,21.5,19,5,1,4,3,0,4,2,2,4,7,2,1,30,20,0,0,1
23069,2023/6/18,26,17,20,21,14,12,12,14,17,20,21,26,2,110,18.33,20,2,4,-2,0,1,4,2,2,6,6,1,1,14,5,0,1,3
23068,2023/6/15,15,33,12,18,29,11,11,12,15,18,29,33,2,118,19.67,28,4,2,2,1,0,3,3,0,6,7,1,1,22,11,0,1,4
23067,2023/6/13,19,1,28,12,3,32,1,3,12,19,28,32,14,95,15.83,25,3,3,0,1,1,3,3,0,5,8,0,0,31,9,0,0,3
23066,2023/6/11,8,31,7,26,10,2,2,7,8,10,26,31,6,84,14,24,2,4,-2,0,2,2,4,-2,6,8,1,1,29,16,2,2,0
23065,2023/6/8,20,33,2,26,17,14,2,14,17,20,26,33,14,112,18.67,22,2,4,-2,0,2,4,2,2,6,7,0,0,31,12,0,0,2
23064,2023/6/6,1,11,12,16,18,7,1,7,11,12,16,18,4,65,10.83,25,3,3,0,2,2,1,5,-4,5,6,1,1,17,6,0,0,3
23063,2023/6/4,4,17,20,22,8,27,4,8,17,20,22,27,13,98,16.33,28,2,4,-2,0,2,4,2,2,5,9,0,0,23,9,0,0,3
23062,2023/6/1,23,19,33,26,11,24,11,19,23,24,26,33,15,136,22.67,26,4,2,2,2,1,5,1,4,5,9,1,1,22,8,0,1,2
23061,2023/5/30,22,12,1,6,11,4,1,4,6,11,12,22,15,56,9.33,16,2,4,-2,0,2,1,5,-4,4,7,1,1,21,10,0,1,1
23060,2023/5/28,9,30,19,31,11,17,9,11,17,19,30,31,11,117,19.5,27,5,1,4,3,0,4,2,2,4,8,1,1,22,11,0,0,1
23059,2023/5/25,13,22,32,2,27,6,2,6,13,22,27,32,6,102,17,22,2,4,-2,0,1,3,3,0,4,9,0,0,30,9,0,1,2
23058,2023/5/23,17,10,30,22,33,26,10,17,22,26,30,33,11,138,23,18,2,4,-2,0,2,5,1,4,5,7,0,0,23,7,0,2,1
23057,2023/5/21,5,32,24,2,17,10,2,5,10,17,24,32,3,90,15,20,2,4,-2,0,1,3,3,0,5,6,0,0,30,8,0,0,3
23056,2023/5/18,15,23,18,33,8,14,8,14,15,18,23,33,8,111,18.5,31,3,3,0,1,1,3,3,0,4,8,1,1,25,10,0,1,1
23055,2023/5/16,20,4,3,32,27,23,3,4,20,23,27,32,13,109,18.17,19,3,3,0,1,1,4,2,2,5,10,1,1,29,16,0,0,2
23054,2023/5/14,26,15,9,10,5,6,5,6,9,10,15,26,12,71,11.83,31,3,3,0,0,0,1,5,-4,4,7,2,2,21,11,0,0,3
23053,2023/5/11,27,14,30,7,20,1,1,7,14,20,27,30,15,99,16.5,19,3,3,0,1,1,3,3,0,4,6,0,0,29,7,0,0,1
23052,2023/5/9,5,17,8,4,12,3,3,4,5,8,12,17,6,49,8.17,29,3,3,0,0,1,1,5,-4,6,6,2,1,14,5,0,0,0
23051,2023/5/7,33,32,26,22,30,29,22,26,29,30,32,33,14,172,28.67,22,2,4,-2,0,2,6,0,6,5,4,2,2,11,4,0,1,1
23050,2023/5/4,23,7,22,2,9,14,2,7,9,14,22,23,5,77,12.83,27,3,3,0,1,1,2,4,-2,5,8,1,1,21,8,1,3,1
23049,2023/5/2,7,14,25,5,23,27,5,7,14,23,25,27,2,101,16.83,31,5,1,4,3,0,3,3,0,4,5,0,0,22,9,0,0,3
23048,2023/4/30,24,10,2,30,28,3,2,3,10,24,28,30,8,97,16.17,17,1,5,-4,0,3,3,3,0,5,10,1,1,28,14,0,0,2
23047,2023/4/27,23,5,33,14,7,31,5,7,14,23,31,33,7,113,18.83,23,5,1,4,3,0,3,3,0,5,7,0,0,28,9,0,0,2
23046,2023/4/25,17,6,8,26,28,25,6,8,17,25,26,28,3,110,18.33,40,2,4,-2,1,2,4,2,2,4,6,1,1,22,9,1,2,2
23045,2023/4/23,3,21,6,12,28,27,3,6,12,21,27,28,4,97,16.17,27,3,3,0,1,1,3,3,0,6,7,1,1,25,9,0,0,3
23044,2023/4/20,15,8,26,2,24,22,2,8,15,22,24,26,16,97,16.17,27,1,5,-4,0,3,3,3,0,5,8,0,0,24,7,2,2,0
23043,2023/4/18,8,12,28,5,24,20,5,8,12,20,24,28,10,97,16.17,27,1,5,-4,0,4,3,3,0,5,5,0,0,23,8,0,1,2
23042,2023/4/16,20,27,30,23,17,10,10,17,20,23,27,30,10,127,21.17,17,3,3,0,1,0,5,1,4,3,3,0,0,20,7,0,0,1
23041,2023/4/13,1,6,13,15,24,12,1,6,12,13,15,24,6,71,11.83,21,3,3,0,1,1,1,5,-4,6,7,1,1,23,9,0,1,1
23040,2023/4/11,17,29,9,24,31,16,9,16,17,24,29,31,8,126,21,36,4,2,2,1,0,4,2,2,5,6,1,1,22,7,0,1,1
23039,2023/4/9,28,13,2,19,3,9,2,3,9,13,19,28,9,74,12.33,34,4,2,2,3,0,2,4,-2,4,8,1,1,26,9,1,2,2
23038,2023/4/6,9,2,33,14,17,31,2,9,14,17,31,33,8,106,17.67,26,4,2,2,2,0,3,3,0,6,10,0,0,31,14,0,1,1
23037,2023/4/4,8,25,29,26,23,31,8,23,25,26,29,31,12,142,23.67,32,4,2,2,2,0,5,1,4,6,7,1,1,23,15,0,0,4
23036,2023/4/2,24,19,18,14,13,30,13,14,18,19,24,30,9,118,19.67,28,2,4,-2,0,2,4,2,2,5,4,2,2,17,6,0,0,1
23035,2023/3/30,10,20,9,4,1,33,1,4,9,10,20,33,6,77,12.83,17,3,3,0,0,1,2,4,-2,5,10,1,1,32,13,1,1,3
23034,2023/3/28,9,11,2,17,3,12,2,3,9,11,12,17,15,54,9,24,4,2,2,2,0,1,5,-4,5,6,2,2,15,6,0,1,2
23033,2023/3/26,8,13,24,23,9,26,8,9,13,23,24,26,5,103,17.17,33,3,3,0,2,1,3,3,0,5,8,2,2,18,10,0,1,0
23032,2023/3/23,26,28,6,20,33,19,6,19,20,26,28,33,1,132,22,32,2,4,-2,0,2,5,1,4,5,7,1,1,27,13,1,1,3
23031,2023/3/21,14,27,33,7,31,29,7,14,27,29,31,33,5,141,23.5,31,5,1,4,3,0,4,2,2,5,7,0,0,26,13,0,2,2
23030,2023/3/19,7,2,16,31,30,3,2,3,7,16,30,31,6,89,14.83,19,3,3,0,1,1,2,4,-2,6,7,2,2,29,14,0,2,1
23029,2023/3/16,28,33,3,7,24,12,3,7,12,24,28,33,8,107,17.83,27,3,3,0,1,2,3,3,0,5,5,0,0,30,12,1,1,0
23028,2023/3/14,10,22,7,5,20,17,5,7,10,17,20,22,14,81,13.5,21,3,3,0,1,1,3,3,0,4,4,0,0,17,7,0,2,1
23027,2023/3/12,27,10,8,32,22,33,8,10,22,27,32,33,8,132,22,22,2,4,-2,0,2,4,2,2,5,9,1,1,25,12,1,1,2
23026,2023/3/9,31,18,1,26,33,30,1,18,26,30,31,33,3,139,23.17,19,3,3,0,1,2,5,1,4,5,10,1,1,32,17,1,1,3
23025,2023/3/7,21,4,20,16,31,32,4,16,20,21,31,32,14,124,20.67,14,2,4,-2,1,2,4,2,2,5,6,2,2,28,12,0,0,2
23024,2023/3/5,3,27,6,28,9,17,3,6,9,17,27,28,3,90,15,40,4,2,2,2,0,3,3,0,5,8,1,1,25,10,0,0,2
23023,2023/3/2,10,24,8,5,25,15,5,8,10,15,24,25,9,87,14.5,27,3,3,0,0,1,2,4,-2,4,8,1,1,20,9,0,1,2
23022,2023/2/28,10,19,31,23,11,18,10,11,18,19,23,31,3,112,18.67,22,4,2,2,2,0,4,2,2,5,5,2,2,21,8,1,1,1
23021,2023/2/26,5,19,2,27,6,21,2,5,6,19,21,27,4,80,13.33,30,4,2,2,2,0,3,3,0,6,10,1,1,25,13,1,1,3
23020,2023/2/23,1,26,17,27,18,12,1,12,17,18,26,27,5,101,16.83,31,3,3,0,0,1,4,2,2,5,8,2,2,26,11,1,2,1
23019,2023/2/21,12,29,6,32,26,28,6,12,26,28,29,32,15,133,22.17,33,1,5,-4,0,3,4,2,2,4,7,1,1,26,14,1,1,2
23018,2023/2/19,10,19,12,17,25,31,10,12,17,19,25,31,13,114,19,24,4,2,2,3,1,4,2,2,6,7,0,0,21,6,0,0,5
23017,2023/2/16,26,18,28,20,5,11,5,11,18,20,26,28,12,108,18,28,2,4,-2,1,3,4,2,2,5,6,0,0,23,7,0,1,2
23016,2023/2/14,14,16,30,19,23,28,14,16,19,23,28,30,3,130,21.67,30,2,4,-2,1,2,4,2,2,6,5,0,0,16,5,0,1,2
23015,2023/2/12,32,2,29,3,14,21,2,3,14,21,29,32,8,101,16.83,21,3,3,0,1,0,3,3,0,5,8,1,1,30,11,0,0,1
23014,2023/2/9,23,30,6,18,7,27,6,7,18,23,27,30,5,111,18.5,31,3,3,0,1,0,4,2,2,5,9,1,1,24,11,1,2,2
23013,2023/2/7,14,6,23,22,33,10,6,10,14,22,23,33,13,108,18,18,2,4,-2,1,3,3,3,0,5,8,1,1,27,10,1,1,2
23012,2023/2/5,7,26,22,4,3,30,3,4,7,22,26,30,6,92,15.33,22,2,4,-2,0,2,3,3,0,6,6,1,1,27,15,0,2,2
23011,2023/2/2,22,7,6,16,17,21,6,7,16,17,21,22,4,89,14.83,29,3,3,0,1,0,3,3,0,4,5,3,3,16,9,0,0,2
23010,2023/1/31,18,27,5,4,13,29,4,5,13,18,27,29,12,96,16,36,4,2,2,2,0,3,3,0,6,8,1,1,25,9,0,1,4
23009,2023/1/29,4,19,30,3,32,23,3,4,19,23,30,32,6,111,18.5,21,3,3,0,1,1,4,2,2,5,10,1,1,29,15,0,0,2
23008,2023/1/17,13,26,5,18,20,28,5,13,18,20,26,28,6,110,18.33,30,2,4,-2,1,3,4,2,2,5,5,0,0,23,8,1,1,2
23007,2023/1/15,5,25,31,9,22,6,5,6,9,22,25,31,3,98,16.33,28,4,2,2,1,0,3,3,0,5,8,1,1,26,13,0,0,2
23006,2023/1/12,2,12,14,24,26,10,2,10,12,14,24,26,5,88,14.67,18,0,6,-6,0,5,2,4,-2,4,4,0,0,24,10,1,2,2
23005,2023/1/10,13,14,6,8,19,2,2,6,8,13,14,19,16,62,10.33,32,2,4,-2,0,2,1,5,-4,6,6,1,1,17,5,0,0,5
23004,2023/1/8,16,20,1,15,7,25,1,7,15,16,20,25,16,84,14,24,4,2,2,2,1,2,4,-2,5,8,1,1,24,8,0,1,1
23003,2023/1/5,32,18,8,25,30,5,5,8,18,25,30,32,6,118,19.67,28,2,4,-2,0,2,4,2,2,4,9,0,0,27,10,0,1,1
23002,2023/1/3,2,16,10,6,22,18,2,6,10,16,18,22,13,74,12.33,24,0,6,-6,0,5,2,4,-2,4,4,0,0,20,6,0,3,1
23001,2023/1/1,32,16,22,18,9,28,9,16,18,22,28,32,2,125,20.83,35,1,5,-4,0,4,4,2,2,4,7,0,0,23,7,0,2,0
22150,2022/12/29,7,28,1,22,11,12,1,7,11,12,22,28,5,81,13.5,21,3,3,0,2,2,2,4,-2,4,6,1,1,27,10,0,1,2
