No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
8087,2008/7/28,33,14,32,35,22,14,22,32,33,35,1,5,136,27.2,16,2,3,-1,1,2,4,1,3,4,6,1,1,21,10,1,2,0
8088,2008/7/30,31,7,27,19,11,7,11,19,27,31,2,3,95,19,25,5,0,5,4,0,3,2,1,3,2,0,0,24,8,0,0,1
8089,2008/8/2,24,32,13,8,33,8,13,24,32,33,3,9,110,22,20,2,3,-1,0,1,3,2,1,4,6,1,1,25,11,0,0,2
8090,2008/8/4,4,33,18,34,11,4,11,18,33,34,2,6,100,20,20,2,3,-1,0,0,3,2,1,4,5,1,1,30,15,0,1,2
8091,2008/8/6,19,22,9,25,13,9,13,19,22,25,4,10,88,17.6,28,4,1,3,2,0,3,2,1,4,4,0,0,16,6,0,0,1
8092,2008/8/9,3,32,23,26,34,3,23,26,32,34,4,9,118,23.6,18,2,3,-1,1,2,4,1,3,4,6,0,0,31,20,0,0,2
8093,2008/8/11,30,10,7,6,24,6,7,10,24,30,5,8,77,15.4,17,1,4,-3,0,2,2,3,-1,4,6,1,1,24,14,0,0,1
8094,2008/8/13,7,12,34,19,27,7,12,19,27,34,11,12,99,19.8,29,3,2,1,1,0,3,2,1,4,4,0,0,27,8,0,1,1
8095,2008/8/16,4,25,3,11,21,3,4,11,21,25,1,7,64,12.8,14,4,1,3,2,0,2,3,-1,4,6,1,1,22,10,0,0,1
8096,2008/8/18,28,6,25,7,12,6,7,12,25,28,2,12,78,15.6,28,2,3,-1,0,0,2,3,-1,5,6,1,1,22,13,0,1,1
8097,2008/8/20,35,10,33,31,1,1,10,31,33,35,3,10,110,22,10,4,1,3,2,0,3,2,1,4,5,0,0,34,21,0,0,0
8098,2008/8/23,33,7,27,10,22,7,10,22,27,33,4,8,99,19.8,19,3,2,1,1,1,3,2,1,4,6,0,0,26,12,1,2,0
8099,2008/8/25,30,3,25,23,18,3,18,23,25,30,6,10,99,19.8,19,3,2,1,1,0,4,1,3,4,4,0,0,27,15,0,0,1
8100,2008/8/27,12,20,26,29,30,12,20,26,29,30,2,6,117,23.4,17,1,4,-3,0,2,4,1,3,4,6,1,1,18,8,1,1,2
8101,2008/8/30,13,33,31,23,10,10,13,23,31,33,4,11,110,22,10,4,1,3,3,0,3,2,1,3,5,0,0,23,10,0,0,2
8102,2008/9/1,5,29,35,26,25,5,25,26,29,35,3,10,120,24,30,4,1,3,2,0,4,1,3,3,6,1,1,30,20,0,0,0
8103,2008/9/3,11,34,22,30,2,2,11,22,30,34,4,9,99,19.8,9,1,4,-3,0,2,3,2,1,4,6,0,0,32,11,0,0,2
8104,2008/9/6,7,8,24,34,10,7,8,10,24,34,8,11,83,16.6,23,1,4,-3,0,3,2,3,-1,4,6,1,1,27,14,1,1,1
8105,2008/9/8,26,35,22,21,12,12,21,22,26,35,4,5,116,23.2,16,2,3,-1,0,1,4,1,3,4,4,1,1,23,9,0,0,1
8106,2008/9/10,33,21,3,28,5,3,5,21,28,33,2,6,90,18,20,4,1,3,2,0,3,2,1,4,6,0,0,30,16,0,1,1
8107,2008/9/13,1,13,16,15,2,1,2,13,15,16,4,9,47,9.4,17,3,2,1,1,0,0,5,-5,5,4,2,2,15,11,0,0,1
8108,2008/9/15,16,24,32,11,29,11,16,24,29,32,9,11,112,22.4,22,2,3,-1,0,1,3,2,1,5,3,0,0,21,8,0,1,1
8109,2008/9/17,18,28,10,34,1,1,10,18,28,34,5,8,91,18.2,21,1,4,-3,0,3,3,2,1,4,6,0,0,33,10,0,0,2
8110,2008/9/20,27,5,33,16,25,5,16,25,27,33,4,9,106,21.2,26,4,1,3,2,0,3,2,1,4,5,0,0,28,11,0,0,2
8111,2008/9/22,11,19,12,2,14,2,11,12,14,19,5,9,58,11.6,18,2,3,-1,0,1,1,4,-3,4,6,1,1,17,9,0,0,0
8112,2008/9/24,4,26,18,33,32,4,18,26,32,33,5,8,113,22.6,23,1,4,-3,0,3,4,1,3,5,5,1,1,29,14,0,0,1
8113,2008/9/27,19,14,17,11,22,11,14,17,19,22,1,8,83,16.6,23,3,2,1,1,0,2,3,-1,5,2,0,0,11,3,0,0,2
8114,2008/9/29,2,22,27,31,3,2,3,22,27,31,6,7,85,17,15,3,2,1,1,0,3,2,1,4,6,1,1,29,19,0,1,0
8115,2008/10/1,7,9,33,21,19,7,9,19,21,33,7,10,89,17.8,29,5,0,5,4,0,3,2,1,4,2,0,0,26,12,0,0,1
8116,2008/10/4,24,31,8,15,6,6,8,15,24,31,1,3,84,16.8,24,2,3,-1,0,1,2,3,-1,5,3,0,0,25,9,0,0,2
8117,2008/10/6,23,24,25,13,30,13,23,24,25,30,2,8,115,23,15,3,2,1,1,0,4,1,3,4,5,2,1,17,10,0,1,3
8118,2008/10/8,30,6,19,25,9,6,9,19,25,30,6,12,89,17.8,29,3,2,1,2,0,3,2,1,4,6,0,0,24,10,2,2,1
8119,2008/10/11,10,27,19,2,1,1,2,10,19,27,1,11,59,11.8,19,3,2,1,1,1,2,3,-1,5,3,1,1,26,9,0,1,1
8120,2008/10/13,24,25,23,32,21,21,23,24,25,32,3,4,125,25,15,3,2,1,1,0,5,0,5,5,4,2,1,11,7,0,0,0
8121,2008/10/15,24,32,11,23,35,11,23,24,32,35,4,10,125,25,15,3,2,1,1,1,4,1,3,5,5,1,1,24,12,2,3,2
8122,2008/10/18,20,3,12,29,6,3,6,12,20,29,9,12,70,14,20,2,3,-1,0,2,2,3,-1,5,4,0,0,26,9,0,0,1
8123,2008/10/20,6,28,12,31,1,1,6,12,28,31,8,9,78,15.6,18,2,3,-1,0,2,2,3,-1,4,6,0,0,30,16,2,2,1
8124,2008/10/22,29,2,13,10,33,2,10,13,29,33,6,10,87,17.4,17,3,2,1,2,1,2,3,-1,4,6,0,0,31,16,0,0,3
8125,2008/10/25,1,34,28,4,33,1,4,28,33,34,6,11,100,20,20,2,3,-1,0,1,3,2,1,4,6,1,1,33,24,0,1,3
8126,2008/10/27,29,32,35,9,34,9,29,32,34,35,1,8,139,27.8,29,3,2,1,1,1,4,1,3,4,5,1,1,26,20,0,1,4
8127,2008/10/29,21,8,33,31,22,8,21,22,31,33,1,7,115,23,15,3,2,1,1,0,4,1,3,4,6,1,1,25,13,0,0,3
8128,2008/11/1,25,12,24,23,15,12,15,23,24,25,10,11,99,19.8,19,3,2,1,1,0,3,2,1,4,5,2,1,13,8,0,0,1
8129,2008/11/3,27,16,25,20,13,13,16,20,25,27,4,5,101,20.2,21,3,2,1,1,1,3,2,1,5,5,0,0,14,5,0,1,3
8130,2008/11/5,29,3,34,5,22,3,5,22,29,34,7,12,93,18.6,23,3,2,1,1,0,3,2,1,5,6,0,0,31,17,0,0,0
8131,2008/11/8,21,12,32,8,9,8,9,12,21,32,7,11,82,16.4,22,2,3,-1,0,0,2,3,-1,4,6,1,1,24,11,0,0,1
8132,2008/11/10,27,6,14,24,29,6,14,24,27,29,5,9,100,20,30,2,3,-1,1,2,3,2,1,4,6,0,0,23,10,0,0,0
8133,2008/11/12,15,33,35,10,12,10,12,15,33,35,3,9,105,21,15,3,2,1,2,1,2,3,-1,4,4,0,0,25,18,0,0,1
8134,2008/11/15,13,35,15,11,28,11,13,15,28,35,8,10,102,20.4,22,4,1,3,2,0,2,3,-1,4,5,0,0,24,13,2,2,2
8135,2008/11/17,7,25,33,22,29,7,22,25,29,33,1,12,116,23.2,26,4,1,3,2,0,4,1,3,5,5,0,0,26,15,0,0,1
8136,2008/11/19,28,3,29,32,34,3,28,29,32,34,1,6,126,25.2,26,2,3,-1,0,1,4,1,3,5,6,1,1,31,25,0,1,3
8137,2008/11/22,25,32,1,35,10,1,10,25,32,35,5,9,103,20.6,13,3,2,1,0,0,3,2,1,4,6,0,0,34,15,1,1,1
8138,2008/11/24,22,35,18,4,5,4,5,18,22,35,7,8,84,16.8,24,2,3,-1,0,1,3,2,1,4,4,1,1,31,13,1,1,0
8139,2008/11/26,22,1,10,6,14,1,6,10,14,22,6,8,53,10.6,13,1,4,-3,0,3,1,4,-3,5,4,0,0,21,8,0,1,1
8140,2008/11/29,32,9,2,11,29,2,9,11,29,32,8,9,83,16.6,23,3,2,1,2,0,2,3,-1,3,6,0,0,30,18,0,0,3
8141,2008/12/1,34,30,18,15,9,9,15,18,30,34,4,5,106,21.2,26,2,3,-1,1,2,3,2,1,5,6,0,0,25,12,0,1,1
8142,2008/12/3,35,30,21,6,18,6,18,21,30,35,8,9,110,22,20,2,3,-1,0,1,4,1,3,5,5,0,0,29,12,1,2,1
8143,2008/12/6,1,32,29,2,22,1,2,22,29,32,1,4,86,17.2,16,2,3,-1,0,1,3,2,1,3,6,1,1,31,20,0,0,2
8144,2008/12/8,33,27,10,19,28,10,19,27,28,33,5,12,117,23.4,27,3,2,1,1,0,4,1,3,5,5,1,1,23,9,0,0,2
8145,2008/12/10,27,29,16,30,5,5,16,27,29,30,5,11,107,21.4,27,3,2,1,1,0,3,2,1,5,5,1,1,25,11,1,1,2
8146,2008/12/13,9,24,26,23,33,9,23,24,26,33,7,12,115,23,25,3,2,1,1,1,4,1,3,4,6,1,1,24,14,0,0,1
8147,2008/12/15,24,18,16,35,19,16,18,19,24,35,11,12,112,22.4,32,2,3,-1,0,1,4,1,3,5,6,1,1,19,11,0,1,1
8148,2008/12/17,35,33,3,7,20,3,7,20,33,35,4,7,98,19.6,18,4,1,3,2,0,3,2,1,4,5,0,0,32,13,1,1,1
8149,2008/12/20,29,6,27,2,5,2,5,6,27,29,3,4,69,13.8,29,3,2,1,1,0,2,3,-1,5,6,1,1,27,21,0,0,2
8150,2008/12/22,1,15,25,9,10,1,9,10,15,25,3,8,60,12,20,4,1,3,2,0,1,4,-3,4,6,1,1,24,10,0,0,1
8151,2008/12/24,34,10,31,27,7,7,10,27,31,34,8,9,109,21.8,19,3,2,1,1,0,3,2,1,4,4,0,0,27,17,0,1,1
8152,2008/12/27,5,33,20,3,14,3,5,14,20,33,7,11,75,15,15,3,2,1,1,1,2,3,-1,4,6,0,0,30,13,0,0,1
8153,2008/12/29,26,25,2,4,6,2,4,6,25,26,2,5,63,12.6,23,1,4,-3,0,2,2,3,-1,4,5,1,1,24,19,0,0,3
8154,2008/12/31,10,7,5,32,29,5,7,10,29,32,4,6,83,16.6,23,3,2,1,1,0,2,3,-1,5,4,0,0,27,19,0,0,2
9001,2009/1/3,27,1,30,23,15,1,15,23,27,30,4,10,96,19.2,16,4,1,3,3,0,3,2,1,5,6,0,0,29,14,0,0,1
9002,2009/1/5,12,1,4,7,30,1,4,7,12,30,5,10,54,10.8,14,2,3,-1,0,1,1,4,-3,5,5,0,0,29,18,2,2,0
9003,2009/1/7,30,18,23,32,16,16,18,23,30,32,2,11,119,23.8,19,1,4,-3,0,2,4,1,3,5,3,0,0,16,7,0,1,0
9004,2009/1/10,3,1,32,35,22,1,3,22,32,35,6,10,93,18.6,13,3,2,1,1,1,3,2,1,4,6,0,0,34,19,0,1,1
9005,2009/1/12,10,11,32,15,31,10,11,15,31,32,5,8,99,19.8,9,3,2,1,2,0,2,3,-1,4,4,2,2,22,16,0,1,1
9006,2009/1/14,31,35,2,4,22,2,4,22,31,35,9,12,94,18.8,14,2,3,-1,1,2,3,2,1,4,6,0,0,33,18,1,1,1
9007,2009/1/17,15,35,14,29,6,6,14,15,29,35,6,11,99,19.8,29,3,2,1,2,1,2,3,-1,4,6,1,1,29,14,1,1,0
9008,2009/1/19,29,21,31,17,4,4,17,21,29,31,2,12,102,20.4,22,4,1,3,3,0,3,2,1,4,6,0,0,27,13,1,1,0
9009,2009/1/21,18,12,32,23,26,12,18,23,26,32,6,9,111,22.2,21,1,4,-3,0,2,4,1,3,4,4,0,0,20,6,0,0,2
9010,2009/1/24,9,2,21,29,12,2,9,12,21,29,7,11,73,14.6,23,3,2,1,1,0,2,3,-1,3,6,0,0,27,9,0,1,0
9011,2009/2/2,11,14,21,13,2,2,11,13,14,21,2,4,61,12.2,11,3,2,1,1,0,1,4,-3,4,6,1,1,19,9,1,2,2
9012,2009/2/4,2,5,25,20,31,2,5,20,25,31,10,12,83,16.6,13,3,2,1,1,0,3,2,1,4,6,0,0,29,15,1,1,1
9013,2009/2/7,30,35,24,26,5,5,24,26,30,35,5,12,120,24,20,2,3,-1,0,2,4,1,3,4,6,0,0,30,19,0,1,3
9014,2009/2/9,14,8,15,25,26,8,14,15,25,26,7,9,88,17.6,28,2,3,-1,1,1,2,3,-1,4,4,2,2,18,10,0,1,1
9015,2009/2/11,10,1,27,5,16,1,5,10,16,27,3,4,59,11.8,19,3,2,1,1,1,1,4,-3,5,5,0,0,26,11,0,0,2
9016,2009/2/14,20,26,27,10,11,10,11,20,26,27,9,11,94,18.8,14,2,3,-1,0,1,3,2,1,4,4,2,2,17,9,1,2,2
9017,2009/2/16,11,5,33,23,26,5,11,23,26,33,4,12,98,19.6,18,4,1,3,2,0,3,2,1,4,6,0,0,28,12,2,2,2
9018,2009/2/18,1,28,13,6,29,1,6,13,28,29,3,9,77,15.4,27,3,2,1,0,0,2,3,-1,5,6,1,1,28,15,0,0,1
9019,2009/2/21,4,35,29,31,32,4,29,31,32,35,4,10,131,26.2,21,3,2,1,1,0,4,1,3,5,5,1,1,31,25,0,1,1
9020,2009/2/23,18,35,16,5,32,5,16,18,32,35,2,11,106,21.2,26,2,3,-1,0,2,3,2,1,4,6,0,0,30,14,2,2,2
9021,2009/2/25,1,34,32,31,15,1,15,31,32,34,3,8,113,22.6,13,3,2,1,2,1,3,2,1,4,6,1,1,33,16,1,1,3
9022,2009/2/28,35,14,17,34,12,12,14,17,34,35,4,11,112,22.4,22,2,3,-1,0,1,2,3,-1,4,6,1,1,23,17,0,1,2
9023,2009/3/2,27,21,15,33,17,15,17,21,27,33,7,11,113,22.6,23,5,0,5,4,0,3,2,1,4,3,0,0,18,6,0,1,2
9024,2009/3/4,31,35,33,32,29,29,31,32,33,35,10,11,160,32,20,4,1,3,2,0,5,0,5,5,1,2,1,6,2,0,1,1
9025,2009/3/7,3,22,33,23,17,3,17,22,23,33,4,10,98,19.6,18,4,1,3,2,0,3,2,1,3,6,1,1,30,14,0,1,1
9026,2009/3/9,32,31,34,24,30,24,30,31,32,34,10,12,151,30.2,11,1,4,-3,0,2,5,0,5,4,4,2,1,10,6,0,0,3
9027,2009/3/11,34,26,33,3,22,3,22,26,33,34,9,10,118,23.6,18,2,3,-1,0,1,4,1,3,4,6,1,1,31,19,1,1,1
9028,2009/3/14,35,6,20,30,32,6,20,30,32,35,9,11,123,24.6,13,1,4,-3,0,3,4,1,3,4,6,0,0,29,14,0,0,2
9029,2009/3/16,3,4,17,24,13,3,4,13,17,24,4,11,61,12.2,21,3,2,1,1,0,1,4,-3,3,6,1,1,21,9,0,0,0
9030,2009/3/18,30,27,1,32,7,1,7,27,30,32,1,4,97,19.4,17,3,2,1,2,1,3,2,1,4,6,0,0,31,20,0,0,0
9031,2009/3/21,22,19,7,21,11,7,11,19,21,22,1,11,80,16,20,4,1,3,3,0,3,2,1,4,6,1,1,15,8,0,1,0
9032,2009/3/23,4,29,26,20,12,4,12,20,26,29,6,10,91,18.2,21,1,4,-3,0,3,3,2,1,5,5,0,0,25,8,0,0,2
9033,2009/3/25,32,2,18,21,8,2,8,18,21,32,8,11,81,16.2,21,1,4,-3,0,2,3,2,1,3,6,0,0,30,11,0,0,1
9034,2009/3/28,31,5,32,19,35,5,19,31,32,35,4,9,122,24.4,22,4,1,3,2,0,4,1,3,4,6,1,1,30,14,0,1,2
9035,2009/3/30,28,33,9,3,7,3,7,9,28,33,3,8,80,16,30,4,1,3,2,0,2,3,-1,4,6,0,0,30,19,0,0,1
9036,2009/4/1,2,33,31,26,12,2,12,26,31,33,9,10,104,20.8,14,2,3,-1,1,2,3,2,1,4,6,0,0,31,14,1,1,1
9037,2009/4/4,31,25,17,18,19,17,18,19,25,31,1,11,110,22,30,4,1,3,2,0,4,1,3,5,4,2,1,14,6,0,1,1
9038,2009/4/6,20,29,32,17,6,6,17,20,29,32,4,5,104,20.8,24,2,3,-1,0,0,3,2,1,5,4,0,0,26,11,0,1,3
9039,2009/4/8,3,7,33,10,1,1,3,7,10,33,3,4,54,10.8,14,4,1,3,2,0,1,4,-3,4,6,0,0,32,23,0,0,2
9040,2009/4/11,33,32,30,3,16,3,16,30,32,33,1,10,114,22.8,14,2,3,-1,0,2,3,2,1,4,6,1,1,30,14,1,2,1
9041,2009/4/13,23,29,9,5,20,5,9,20,23,29,4,10,86,17.2,26,4,1,3,2,0,3,2,1,4,6,0,0,24,11,0,0,1
9042,2009/4/15,11,26,31,24,25,11,24,25,26,31,2,7,117,23.4,17,3,2,1,0,0,4,1,3,4,5,2,1,20,13,0,0,1
9043,2009/4/18,21,5,32,35,22,5,21,22,32,35,2,5,115,23,15,3,2,1,1,1,4,1,3,3,6,1,1,30,16,0,0,1
9044,2009/4/20,29,7,1,18,34,1,7,18,29,34,3,9,89,17.8,29,3,2,1,1,0,3,2,1,5,5,0,0,33,11,0,0,1
9045,2009/4/22,14,1,35,24,9,1,9,14,24,35,6,9,83,16.6,23,3,2,1,1,1,2,3,-1,4,6,0,0,34,11,1,1,1
9046,2009/4/25,1,34,35,9,24,1,9,24,34,35,4,9,103,20.6,23,3,2,1,1,1,3,2,1,4,6,1,1,34,15,3,4,1
9047,2009/4/27,13,29,21,18,24,13,18,21,24,29,3,6,105,21,25,3,2,1,0,0,4,1,3,5,2,0,0,16,5,0,1,0
9048,2009/4/29,25,27,6,22,5,5,6,22,25,27,11,12,85,17,25,3,2,1,1,1,3,2,1,4,6,1,1,22,16,0,0,2
9049,2009/5/2,28,16,5,29,34,5,16,28,29,34,11,12,112,22.4,32,2,3,-1,0,1,3,2,1,5,6,1,1,29,12,1,1,2
9050,2009/5/4,5,33,28,15,32,5,15,28,32,33,8,9,113,22.6,23,3,2,1,1,1,3,2,1,4,6,1,1,28,13,2,2,3
9051,2009/5/6,22,29,3,26,11,3,11,22,26,29,5,12,91,18.2,21,3,2,1,1,1,3,2,1,5,6,0,0,26,11,0,0,1
9052,2009/5/9,30,35,34,23,24,23,24,30,34,35,1,3,146,29.2,16,2,3,-1,0,2,5,0,5,4,4,2,2,12,6,0,0,2
9053,2009/5/11,5,24,33,31,9,5,9,24,31,33,5,6,102,20.4,22,4,1,3,2,0,3,2,1,5,6,0,0,28,15,0,1,3
9054,2009/5/13,29,30,19,2,12,2,12,19,29,30,7,12,92,18.4,22,2,3,-1,1,1,3,2,1,3,4,1,1,28,10,0,0,1
9055,2009/5/16,23,8,5,14,24,5,8,14,23,24,5,6,74,14.8,24,2,3,-1,0,1,2,3,-1,4,5,1,1,19,9,0,0,0
9056,2009/5/18,4,17,13,32,35,4,13,17,32,35,3,6,101,20.2,21,3,2,1,1,0,2,3,-1,5,6,0,0,31,15,0,0,2
9057,2009/5/20,6,30,22,27,15,6,15,22,27,30,2,9,100,20,20,2,3,-1,0,0,3,2,1,5,6,0,0,24,9,0,0,0
9058,2009/5/23,10,8,27,32,14,8,10,14,27,32,2,7,91,18.2,21,1,4,-3,0,2,2,3,-1,5,6,0,0,24,13,1,1,1
9059,2009/5/25,13,14,33,29,2,2,13,14,29,33,4,11,91,18.2,21,3,2,1,1,0,2,3,-1,4,6,1,1,31,15,1,1,2
9060,2009/5/27,18,30,28,29,31,18,28,29,30,31,4,8,136,27.2,26,2,3,-1,0,1,5,0,5,4,3,3,1,13,10,0,1,2
9061,2009/5/30,34,26,2,21,10,2,10,21,26,34,2,10,93,18.6,13,1,4,-3,0,2,3,2,1,5,4,0,0,32,11,0,0,0
9062,2009/6/1,31,22,4,29,23,4,22,23,29,31,5,11,109,21.8,19,3,2,1,2,1,4,1,3,5,6,1,1,27,18,0,0,1
9063,2009/6/3,21,18,6,5,22,5,6,18,21,22,1,7,72,14.4,22,2,3,-1,0,1,3,2,1,5,4,2,2,17,12,0,1,3
9064,2009/6/6,10,6,34,17,11,6,10,11,17,34,11,12,78,15.6,18,2,3,-1,1,1,1,4,-3,5,6,1,1,28,17,0,1,2
9065,2009/6/8,1,32,27,12,24,1,12,24,27,32,2,11,96,19.2,16,2,3,-1,0,1,3,2,1,4,6,0,0,31,12,0,0,1
9066,2009/6/10,1,8,19,24,31,1,8,19,24,31,6,12,83,16.6,23,3,2,1,0,0,3,2,1,4,4,0,0,30,11,1,2,1
9067,2009/6/13,28,3,32,25,6,3,6,25,28,32,2,5,94,18.8,24,2,3,-1,0,1,3,2,1,5,4,0,0,29,19,0,0,2
9068,2009/6/15,20,15,28,2,12,2,12,15,20,28,1,12,77,15.4,17,1,4,-3,0,2,2,3,-1,4,4,0,0,26,10,0,1,1
9069,2009/6/17,16,33,30,14,27,14,16,27,30,33,8,12,120,24,20,2,3,-1,0,1,3,2,1,5,5,0,0,19,11,0,0,3
9070,2009/6/20,24,10,30,21,31,10,21,24,30,31,3,10,116,23.2,6,2,3,-1,0,1,4,1,3,3,6,1,1,21,11,1,1,1
9071,2009/6/22,20,30,29,4,33,4,20,29,30,33,2,11,116,23.2,16,2,3,-1,0,1,4,1,3,4,6,1,1,29,16,1,1,3
9072,2009/6/24,33,32,26,29,23,23,26,29,32,33,5,10,143,28.6,23,3,2,1,0,0,5,0,5,4,3,1,1,10,3,2,2,2
9073,2009/6/27,1,19,30,10,21,1,10,19,21,30,1,4,81,16.2,11,3,2,1,1,0,3,2,1,3,2,0,0,29,9,0,0,1
9074,2009/6/29,15,19,17,32,23,15,17,19,23,32,1,11,106,21.2,26,4,1,3,3,0,3,2,1,5,4,0,0,17,9,1,1,0
9075,2009/7/1,33,11,7,1,32,1,7,11,32,33,9,11,84,16.8,14,4,1,3,2,0,2,3,-1,4,6,1,1,32,21,0,1,1
9076,2009/7/4,3,11,18,9,24,3,9,11,18,24,4,5,65,13,25,3,2,1,2,1,2,3,-1,5,4,0,0,21,7,1,1,0
9077,2009/7/6,7,20,32,34,28,7,20,28,32,34,6,8,121,24.2,21,1,4,-3,0,3,4,1,3,5,6,0,0,27,13,0,0,0
9078,2009/7/8,34,23,31,11,26,11,23,26,31,34,5,11,125,25,15,3,2,1,1,0,4,1,3,4,4,0,0,23,12,1,1,1
9079,2009/7/11,1,13,2,7,34,1,2,7,13,34,4,10,57,11.4,17,3,2,1,1,0,1,4,-3,5,5,1,1,33,21,1,1,0
9080,2009/7/13,29,35,16,7,19,7,16,19,29,35,2,11,106,21.2,36,4,1,3,2,0,3,2,1,4,6,0,0,28,10,0,1,1
9081,2009/7/15,33,2,20,25,15,2,15,20,25,33,3,6,95,19,15,3,2,1,1,0,3,2,1,4,3,0,0,31,13,0,0,2
9082,2009/7/18,32,26,11,5,29,5,11,26,29,32,8,11,103,20.6,23,3,2,1,1,0,3,2,1,5,3,0,0,27,15,0,0,2
9083,2009/7/20,35,2,34,28,5,2,5,28,34,35,1,7,104,20.8,24,2,3,-1,0,1,3,2,1,4,6,1,1,33,23,0,1,1
9084,2009/7/22,9,35,19,5,26,5,9,19,26,35,2,10,94,18.8,34,4,1,3,2,0,3,2,1,3,6,0,0,30,10,1,2,1
9085,2009/7/25,34,6,13,27,33,6,13,27,33,34,9,12,113,22.6,23,3,2,1,2,0,3,2,1,4,4,1,1,28,14,0,0,3
9086,2009/7/27,26,29,1,7,2,1,2,7,26,29,10,12,65,13,25,3,2,1,0,0,2,3,-1,5,6,1,1,28,19,0,0,2
9087,2009/7/29,28,10,33,24,30,10,24,28,30,33,1,10,125,25,15,1,4,-3,0,3,4,1,3,4,6,0,0,23,14,0,0,2
9088,2009/8/1,16,13,32,27,34,13,16,27,32,34,3,9,122,24.4,22,2,3,-1,0,1,3,2,1,5,6,0,0,21,11,0,0,3
9089,2009/8/3,11,3,19,27,6,3,6,11,19,27,2,7,66,13.2,26,4,1,3,2,0,2,3,-1,5,3,0,0,24,8,0,1,0
9090,2009/8/5,33,18,25,34,30,18,25,30,33,34,4,10,140,28,20,2,3,-1,0,0,5,0,5,5,6,1,1,16,7,0,0,1
9091,2009/8/8,1,34,5,32,17,1,5,17,32,34,3,7,89,17.8,19,3,2,1,2,1,2,3,-1,5,6,0,0,33,15,1,1,3
9092,2009/8/10,21,27,29,10,22,10,21,22,27,29,8,12,109,21.8,19,3,2,1,1,0,4,1,3,5,6,1,1,19,11,0,0,0
9093,2009/8/12,9,22,7,30,33,7,9,22,30,33,9,11,101,20.2,21,3,2,1,1,1,3,2,1,5,6,0,0,26,13,1,1,3
9094,2009/8/15,29,21,1,23,5,1,5,21,23,29,5,12,79,15.8,19,5,0,5,4,0,3,2,1,4,6,0,0,28,16,0,0,3
9095,2009/8/17,8,18,24,33,30,8,18,24,30,33,1,6,113,22.6,23,1,4,-3,0,3,4,1,3,4,5,0,0,25,10,0,0,2
9096,2009/8/19,33,12,28,7,32,7,12,28,32,33,1,3,112,22.4,22,2,3,-1,0,2,3,2,1,4,4,1,1,26,16,1,1,2
9097,2009/8/22,22,14,6,13,25,6,13,14,22,25,1,4,80,16,20,2,3,-1,0,1,2,3,-1,5,5,1,1,19,8,0,0,2
9098,2009/8/24,19,17,11,26,25,11,17,19,25,26,2,10,98,19.6,28,4,1,3,3,0,3,2,1,5,4,1,1,15,6,0,1,1
9099,2009/8/26,23,21,33,3,9,3,9,21,23,33,6,10,89,17.8,19,5,0,5,4,0,3,2,1,3,5,0,0,30,12,0,0,0
9100,2009/8/29,20,16,25,29,33,16,20,25,29,33,1,8,123,24.6,23,3,2,1,2,1,4,1,3,5,2,0,0,17,5,1,1,1
9101,2009/8/31,10,26,14,22,2,2,10,14,22,26,4,9,74,14.8,14,0,5,-5,0,4,2,3,-1,4,2,0,0,24,8,0,0,1
9102,2009/9/2,11,29,35,13,32,11,13,29,32,35,10,12,120,24,20,4,1,3,2,0,3,2,1,5,5,0,0,24,16,0,0,2
9103,2009/9/5,33,20,28,32,16,16,20,28,32,33,1,2,129,25.8,19,1,4,-3,0,3,4,1,3,5,4,1,1,17,8,1,1,2
9104,2009/9/7,15,25,33,29,32,15,25,29,32,33,10,11,134,26.8,24,4,1,3,2,0,4,1,3,4,5,1,1,18,10,2,2,4
9105,2009/9/9,1,25,26,35,34,1,25,26,34,35,6,11,121,24.2,21,3,2,1,1,1,4,1,3,4,4,2,2,34,24,1,1,2
9106,2009/9/12,11,21,25,22,34,11,21,22,25,34,6,9,113,22.6,13,3,2,1,1,0,4,1,3,4,6,1,1,23,10,0,2,2
9107,2009/9/14,11,34,12,35,33,11,12,33,34,35,1,10,125,25,15,3,2,1,0,0,3,2,1,5,2,3,2,24,21,1,2,3
9108,2009/9/16,29,9,1,14,30,1,9,14,29,30,7,10,83,16.6,23,3,2,1,1,0,2,3,-1,4,6,1,1,29,15,0,0,0
9109,2009/9/19,11,2,13,35,26,2,11,13,26,35,6,10,87,17.4,17,3,2,1,1,0,2,3,-1,5,4,0,0,33,13,0,0,2
9110,2009/9/21,22,28,31,34,30,22,28,30,31,34,7,9,145,29,15,1,4,-3,0,2,5,0,5,5,4,1,1,12,6,0,0,1
9111,2009/9/23,13,35,19,11,4,4,11,13,19,35,10,12,82,16.4,22,4,1,3,3,0,2,3,-1,5,6,0,0,31,16,0,0,1
9112,2009/9/26,34,35,8,12,2,2,8,12,34,35,4,5,91,18.2,21,1,4,-3,0,3,2,3,-1,4,6,1,1,33,22,1,1,2
9113,2009/9/28,4,3,27,18,10,3,4,10,18,27,6,8,62,12.4,22,2,3,-1,0,2,2,3,-1,5,6,1,1,24,9,0,0,1
